Rank,Name,Team,Pos,Fantrax,Sleeper,MFL,Sleeper,MFL,Ottoneu,Status,Injury
T280,Justin Hollins,LAC,LB,-,-,-,-,,,Ques,Shoulder
T280,Henry Mondeaux,FA,DE,-,-,-,-,,,Ques,Undisclosed
T280,Adoree' Jackson,FA,CB,-,-,-,-,,,,
T280,Uchenna Nwosu,SEA,LB,-,-,-,-,,,,
T280,JuJu Smith-Schuster,NE,WR,-,-,-,260.60,0.84,14.18,,
T280,Frankie Luvu,WAS,LB,-,-,-,-,,,,
T280,John Franklin-Myers,DEN,DE,-,-,-,-,,,,
T280,Juwann Winfree,IND,WR,-,-,-,-,,,,
T280,Josh Woods,FA,LB,-,-,-,-,,,Ques,Abdomen
T280,Connor Strachan,FA,LB,-,-,-,-,,,,
T280,Tommy Sweeney,CHI,TE,-,-,-,-,,,,
257,Noah Brown,HOU,WR,276.00,-,-,361.00,0.58,9.73,,
T280,Parris Campbell,PHI,WR,-,-,-,-,,9.00,,
T280,Jalyn Holmes,NYJ,DT,-,-,-,-,,,,
T280,Malik Hooker,DAL,S,-,-,-,-,,,,
T280,Sam Hubbard,CIN,DE,-,-,-,-,,,Ques,Ankle
T280,Marshon Lattimore,NO,CB,-,-,-,-,,,Ques,Hip
T280,Grant Haley,FA,CB,-,-,-,-,,,Ques,Knee - ACL
T280,Trace McSorley,FA,QB,-,-,-,-,,,,
T280,Amani Oruwariye,JAX,CB,-,-,-,-,,,,
T280,Troy Reeder,LAR,LB,-,-,-,-,,,,
T280,Nick Scott,CAR,S,-,-,-,-,,,,
T280,Ryan Connelly,FA,LB,-,-,-,-,,,Ques,Undisclosed
T280,T.J. Edwards,CHI,LB,-,-,-,-,,,Ques,Undisclosed
T280,Zaire Franklin,IND,LB,-,-,-,-,,,,
T280,Cole Murphy,FA,K,-,-,-,-,,,,
T280,Ervin Philips,FA,WR,-,-,-,-,,,,
T280,Chris Slayton,FA,DT,-,-,-,-,,,,
T280,Jordan Ellis,FA,RB,-,-,-,-,,,,
T280,John Wolford,TB,QB,-,-,-,-,,,,
T280,Kyron Brown,BUF,CB,-,-,-,-,,,,
T280,Terrell Edmunds,JAX,S,-,-,-,-,,,,
T280,Travon McMillian,FA,RB,-,-,-,-,,,,
T280,Joey Slye,NE,K,-,-,-,-,,5.00,,
T280,Greg Stroman,CHI,CB,-,-,-,-,,,,
T280,Tom Kennedy,DET,WR,-,-,-,-,,,,
T280,Christian Blake,FA,WR,-,-,-,-,,,,
T280,A.J. Ouellette,FA,RB,-,-,-,-,,,,
T280,Papi White,FA,WR,-,-,-,-,,,,
T280,Jeremy McNichols,WAS,RB,-,-,-,-,,,,
T280,David Moa,FA,DT,-,-,-,-,,,,
T280,Jeremy Reaves,WAS,S,-,-,-,-,,,Ques,Knee - ACL
T280,Corliss Waitman,CHI,P,-,-,-,-,,,,
T280,Budda Baker,ARI,S,-,-,-,-,,,,
T280,Will Dissly,LAC,TE,-,-,-,-,1.04,,,
T280,Greg Gaines,TB,DT,-,-,-,-,,,,
T280,Jaylen Johnson,FA,DE,-,-,-,-,,,,
T280,Sidney Jones,FA,CB,-,-,-,-,,,,
T280,Brayden Lenius,FA,TE,-,-,-,-,,,,
T280,Dante Pettis,CHI,WR,-,-,-,-,,,,
T280,Drew Sample,CIN,TE,-,-,-,-,,,,
T280,Adam Butler,LV,DT,-,-,-,-,,,,
T280,Kenny Lawler,FA,WR,-,-,-,-,,,,
T280,Hardy Nickerson,FA,LB,-,-,-,-,,,Ques,Concussion
T280,Blake Martinez,FA,LB,-,-,-,-,,,,
T280,Quincy McDuffie,FA,WR,-,-,-,-,,,,
T280,A.J. Bouye,FA,CB,-,-,-,-,,,,
T280,Jordan Berry,FA,P,-,-,-,-,,,,
T280,John Diarse,FA,WR,-,-,-,-,,,,
T280,Tashawn Bower,FA,DE,-,-,-,-,,,,
T280,Frank Herron,FA,DE,-,-,-,-,,,,
T280,Duke Riley,MIA,LB,-,-,-,-,,,,
T280,Tre'Davious White,LAR,CB,-,-,-,-,,,,
T280,Jalen Reeves-Maybin,DET,LB,-,-,-,-,,,,
T280,O.J. Howard,FA,TE,-,-,-,-,,,,
T280,Za'Darius Smith,CLE,DE,-,-,-,-,,,,
T280,Zane Gonzalez,FA,K,-,-,-,-,,,Ques,Calf
T280,Matt Haack,FA,P,-,-,-,-,,,,
T280,Matt McCrane,FA,K,-,-,-,-,,,,
T280,Danny Etling,FA,QB,-,-,-,-,,,,
T280,Ryan Finley,FA,QB,-,-,-,-,,,,
T280,Jake Roh,FA,TE,-,-,-,-,,,,
T280,Tanner Vallejo,FA,LB,-,-,-,-,,,,
T280,Tanner Gentry,FA,WR,-,-,-,-,,,,
T280,Kurt Benkert,FA,QB,-,-,-,-,,,,
T280,Trey Hendrickson,CIN,DE,-,-,-,-,3.10,,,
T280,Steven Nelson,FA,CB,-,-,-,-,,,,
T280,Sherman Badie,FA,RB,-,-,-,-,,,,
T280,Tanzel Smart,NYJ,DT,-,-,-,-,,,,
T280,Parry Nickerson,PHI,CB,-,-,-,-,,,,
T280,Keevan Lucas,FA,WR,-,-,-,-,,,,
T280,Tarell Basham,FA,LB,-,-,-,-,,,,
T280,Logan Woodside,CIN,QB,-,-,-,-,,,,
T280,Corey Davis,FA,WR,-,-,-,-,,6.00,,
T280,Darius Phillips,FA,CB,-,-,-,-,,,,
T280,Geoff Swaim,FA,TE,-,-,-,-,,,Ques,Calf
T280,Tyrone Swoopes,FA,TE,-,-,-,-,,,,
T280,Wendell Smallwood,FA,RB,-,-,-,-,,,,
T280,Kevin White,FA,WR,-,-,-,-,,,,
T280,Beau Sandland,FA,TE,-,-,-,-,,,,
T280,Bug Howard,FA,TE,-,-,-,-,,,,
T280,Mitch Trubisky,BUF,QB,-,-,-,420.00,,7.00,,
T280,Brandon Facyson,LV,CB,-,-,-,-,,,,
T280,Clayton Fejedelem,FA,S,-,-,-,-,,,,
T280,Taco Charlton,FA,DE,-,-,-,-,,,Ques,Undisclosed
T280,De'Vondre Campbell,SF,LB,-,-,-,-,2.92,,,
T280,Ryan Santoso,FA,K,-,-,-,-,,,,
T280,Chris Streveler,FA,QB,-,-,-,-,,,,
T280,Damien Wilson,DAL,LB,-,-,-,-,,,,
T280,Cethan Carter,FA,TE,-,-,-,-,,,,
T280,Maliek Collins,SF,DT,-,-,-,-,,,,
T280,Nathan Gerry,FA,LB,-,-,-,-,,,,
T280,Randy Gregory,TB,LB,-,-,-,-,,,Reserve-DNR,Personal
T280,Terrell Newby,FA,RB,-,-,-,-,,,,
T280,Johnny Stanton,FA,FB,-,-,-,-,,,,
T280,Eli Apple,FA,CB,-,-,-,-,,,,
T280,Tyquan Lewis,IND,DE,-,-,-,-,,,,
T280,Marcus Baugh,FA,TE,-,-,-,-,,,,
T280,Vonn Bell,CIN,S,-,-,-,-,,,,
T280,Joey Bosa,LAC,LB,-,-,-,-,,,,
T280,Dylan Cole,FA,LB,-,-,-,-,,,,
T280,Lenard Tillery,FA,RB,-,-,-,-,,,,
T280,Javon Hargrave,SF,DT,-,-,-,-,,,,
T280,Elandon Roberts,PIT,LB,-,-,-,-,,,,
277,Wil Lutz,DEN,K,298.00,-,-,-,,5.67,,
T280,Kenny Cook,FA,WR,-,-,-,-,,,,
T280,Mike Estes,FA,TE,-,-,-,-,,,,
T280,Connor Davis,FA,TE,-,-,-,-,,,,
T280,Mack Hollins,BUF,WR,-,-,-,-,,5.00,,
T280,Chester Rogers,FA,WR,-,-,-,-,,,,
T280,Dare Ogunbowale,HOU,RB,-,-,-,-,,,,
T280,Garrett Griffin,FA,TE,-,-,-,-,,,,
T280,Tajae Sharpe,FA,WR,-,-,-,-,,,Ques,Undisclosed
T280,Eli Ankou,BUF,DT,-,-,-,-,,,,
T280,Josh Lambo,FA,K,-,-,-,-,,,,
T280,Blake Jarwin,FA,TE,-,-,-,-,,,,
T280,Mo Alie-Cox,IND,TE,-,-,-,-,,,,
T280,Dwayne Washington,FA,RB,-,-,-,-,,,Ques,Illness
T280,Jevoni Robinson,FA,TE,-,-,-,-,,,,
T280,Alex Anzalone,DET,LB,-,-,-,-,4.05,,,
T280,Teo Redding,FA,WR,-,-,-,-,,,,
T280,Jordan Chunn,FA,RB,-,-,-,-,,,,
T280,Austin Allen,FA,QB,-,-,-,-,,,,
T280,Freddie Stevenson,FA,FB,-,-,-,-,,,,
T280,DeMarcus Walker,CHI,DE,-,-,-,-,,,,
T280,Jordan Leggett,FA,TE,-,-,-,-,,,,
T280,Wayne Gallman,FA,RB,-,-,-,-,,,,
T280,Jayron Kearse,FA,S,-,-,-,-,,,,
T280,Ryan Winslow,FA,P,-,-,-,-,,,,
T280,Chuck Clark,NYJ,S,-,-,-,-,,,,
T280,Kendall Fuller,MIA,CB,-,-,-,-,,,,
T280,Godwin Igwebuike,FA,RB,-,-,-,-,,,,
T280,Tyler Lancaster,FA,DE,-,-,-,-,,,,
T280,Anthony Walker,MIA,LB,-,-,-,-,,,,
T280,Corey Clement,FA,RB,-,-,-,-,,,,
T280,Troy Fumagalli,FA,TE,-,-,-,-,,,,
T280,T.J. Watt,PIT,LB,-,-,-,-,,,,
T280,George Odum,SF,S,-,-,-,-,,,,
T280,Tim Boyle,HOU,QB,-,-,-,-,,5.00,,
T280,Folorunso Fatukasi,HOU,DT,-,-,-,-,,,,
T280,Tyus Bowser,FA,LB,-,-,-,-,,,Ques,Knee
T280,Nick Thurman,CAR,DT,-,-,-,-,,,,
T280,Bruce Hector,NYJ,DT,-,-,-,-,,,,
T280,Mike Love,FA,DE,-,-,-,-,,,,
T280,Deadrin Senat,BAL,DT,-,-,-,-,,,,
T280,Mike White,MIA,QB,-,-,-,-,,5.00,,
T280,Chris Jones,KC,DT,-,-,-,-,,,,
T280,John Franklin,FA,WR,-,-,-,-,,,Ques,Knee - ACL
T280,Jalen Ramsey,MIA,CB,-,-,-,-,,,,
T280,Bobo Wilson,FA,WR,-,-,-,-,,,,
T280,Josh Jones,FA,S,-,-,-,-,,,Ques,Hamstring
T280,Marquez Valdes-Scantling,BUF,WR,-,-,-,337.80,,10.29,,
T280,Chris Blewitt,FA,K,-,-,-,370.00,,,,
T280,Carlos Henderson,FA,WR,-,-,-,-,,,,
T280,Trent Taylor,SF,WR,-,-,-,-,,,,
T280,Xavier Woods,CAR,S,-,-,-,-,,,,
T280,Eric Rogers,FA,WR,-,-,-,-,,,,
T280,Brandon Silvers,FA,QB,-,-,-,-,,,,
T280,Leonard Floyd,SF,DE,-,-,-,-,2.36,,,
T280,Elijah McGuire,FA,RB,-,-,-,-,,,,
T280,Tracy Walker,FA,S,-,-,-,-,,,,
T280,Erik Harris,SF,S,-,-,-,-,,,,
T280,Marcell Harris,FA,LB,-,-,-,-,,,,
T280,J.D. Moore,FA,RB,-,-,-,-,,,,
T280,Austin Hooper,NE,TE,-,-,-,-,,9.00,,
T280,Francis Owusu,FA,WR,-,-,-,-,,,,
T280,Steven Mitchell,FA,WR,-,-,-,-,,,,
T280,Ben Johnson,FA,TE,-,-,-,-,,,,
T280,Elijah Wellman,FA,FB,-,-,-,-,,,,
T280,Daryl Worley,BAL,S,-,-,-,-,,,,
T280,Artie Burns,SEA,CB,-,-,-,-,,,,
T280,Jamal Carter,FA,S,-,-,-,-,,,Ques,Undisclosed
T280,Brisly Estime,FA,WR,-,-,-,-,,,,
T280,Dawuane Smoot,BUF,DE,-,-,-,-,,,,
T280,Devon Allen,FA,WR,-,-,-,-,,,Ques,Undisclosed
T280,Johnny Mundt,MIN,TE,-,-,-,-,,,,
T280,Josey Jewell,CAR,LB,-,-,-,-,,,,
T280,Desmond King,HOU,CB,-,-,-,-,,,,
T280,Nic Shimonek,FA,QB,-,-,-,-,,,,
T280,Derrick Willies,FA,WR,-,-,-,-,,,,
T280,Khalid Hill,FA,FB,-,-,-,-,,,,
T280,Maurice Hurst,CLE,DT,-,-,-,-,,,,
T280,Jourdan Lewis,DAL,CB,-,-,-,-,,,,
T280,Henry Poggi,FA,FB,-,-,-,-,,,,
T280,Joshua Dobbs,SF,QB,-,-,-,-,,7.00,,
T280,Cameron Sutton,PIT,CB,-,-,-,-,,,Reserve-Sus,Suspension
T280,Kendal Vickers,NO,DT,-,-,-,-,,,,
T280,Greg Ward,FA,WR,-,-,-,-,,,,
T280,Samson Ebukam,IND,DE,-,-,-,-,,,,
T280,Bunmi Rotimi,FA,DE,-,-,-,-,,,Ques,Foot
T280,Jason Vander Laan,FA,TE,-,-,-,-,,,,
T280,Brady Sheldon,FA,LB,-,-,-,-,,,,
T280,Justin Zimmer,FA,DT,-,-,-,-,,,Ques,Undisclosed
T280,Tarik Cohen,NYJ,RB,-,-,-,-,,,,
T280,KhaDarel Hodge,ATL,WR,-,-,-,-,,,,
T280,Cameron Nizialek,FA,P,-,-,-,-,,,,
T280,Anthony Firkser,FA,TE,-,-,-,-,,,,
T280,Kalif Phillips,FA,RB,-,-,-,-,,,,
T280,Antonio Hamilton,ATL,CB,-,-,-,-,,,,
T280,Shaquille Leonard,FA,LB,-,-,-,-,,,,
T280,Foye Oluokun,JAX,LB,-,-,-,-,,,,
T280,Kyle Lewis,FA,WR,-,-,-,-,,,,
T280,Wes Hills,FA,RB,-,-,-,-,,,,
T280,Chad Hansen,FA,WR,-,-,-,-,,,,
T280,Nick Sharga,FA,FB,-,-,-,-,,,,
T280,Aldrick Rosas,FA,K,-,-,-,-,,,Ques,Undisclosed
T280,Matt Breida,FA,RB,-,-,-,-,,6.60,,
T280,Peter Pujals,FA,QB,-,-,-,-,,,,
T280,Siran Neal,MIA,CB,-,-,-,-,,,,
T280,Taywan Taylor,FA,WR,-,-,-,-,,,,
T280,Deon Yelder,FA,TE,-,-,-,-,,,,
T280,Michael Davis,WAS,CB,-,-,-,-,,,,
T280,Dallin Leavitt,FA,S,-,-,-,-,,,Ques,Undisclosed
T280,Kai Nacua,FA,S,-,-,-,-,,,,
T280,Colby Pearson,FA,WR,-,-,-,-,,,,
T280,Jordan Howard,FA,RB,-,-,-,-,,,,
T280,Jonathan Allen,WAS,DT,-,-,-,-,,,,
T280,Anthony Averett,PIT,CB,-,-,-,-,,,,
T280,Eddie Jackson,BAL,S,-,-,-,-,,,,
T280,Ricky Jeune,FA,WR,-,-,-,-,,,,
T280,Al-Quadin Muhammad,FA,DE,-,-,-,-,,,,
T280,Jarrad Davis,FA,LB,-,-,-,-,,,Ques,Knee
T280,Keanu Neal,FA,S,-,-,-,-,,,Ques,Ribs
T280,DaeSean Hamilton,FA,WR,-,-,-,-,,,,
T280,Johnny Holton,FA,WR,-,-,-,-,,,,
T280,Anthony Miller,FA,WR,-,-,-,-,,,,
T280,Sharif Finch,FA,LB,-,-,-,-,,,Ques,Undisclosed
T280,PJ Walker,SEA,QB,-,-,-,-,,,,
T280,E.J. Speed,IND,LB,-,-,-,-,4.05,,,
T280,De'Vante Bausby,FA,CB,-,-,-,-,,,,
T280,Jerod Evans,FA,QB,-,-,-,-,,,,
T280,Ethan Westbrooks,FA,DE,-,-,-,-,,,,
T280,Lirim Hajrullahu,FA,K,-,-,-,-,,,,
T280,Taven Bryan,IND,DT,-,-,-,-,,,,
T280,Will Grier,PHI,QB,-,-,-,-,,,,
T280,Brandon Powell,MIN,WR,-,-,-,-,,5.00,,
T280,Teez Tabor,FA,S,-,-,-,-,,,,
T280,Jalen Hurd,FA,WR,-,-,-,-,,,Reserve-Ret,Undisclosed
T280,Josh Malone,FA,WR,-,-,-,-,,,,
T280,Emmanuel Moseley,DET,CB,-,-,-,-,,,,
T280,Kalen Ballage,FA,RB,-,-,-,-,,,,
T280,Jakob Johnson,FA,FB,-,-,-,-,,,,
T280,Demario Richard,FA,RB,-,-,-,-,,,,
T280,Renell Wren,FA,DT,-,-,-,-,,,Ques,Undisclosed
T280,Marquis Haynes,FA,LB,-,-,-,-,,,Ques,Concussion
T280,Keelan Cole,FA,WR,-,-,-,-,,,,
T280,Steven Parker,FA,S,-,-,-,-,,,,
T280,Curtis Bolton,MIA,LB,-,-,-,-,,,,
T280,Johnathan Lloyd,FA,WR,-,-,-,-,,,,
T280,Daniel Helm,FA,TE,-,-,-,-,,,,
T280,A'Shawn Robinson,CAR,DE,-,-,-,-,0.98,,,
T280,Torry McTyer,FA,CB,-,-,-,-,,,,
T280,Kyle Lauletta,FA,QB,-,-,-,-,,,,
T280,Da'Mari Scott,FA,WR,-,-,-,-,,,,
T280,Jamal Agnew,FA,WR,-,-,-,-,,,Ques,Lower Leg
T280,Ross Dwelley,ATL,TE,-,-,-,-,,,,
T280,Justice Liggins,FA,WR,-,-,-,-,,,,
T280,David Marvin,FA,K,-,-,-,-,,,,
T280,Daniel Williams,FA,WR,-,-,-,-,,,,
T280,Mackensie Alexander,FA,CB,-,-,-,-,,,Ques,Undisclosed
T280,Demone Harris,ATL,DE,-,-,-,-,,,,
T280,Chad Beebe,FA,WR,-,-,-,-,,,,
T280,Joel Bouagnon,FA,RB,-,-,-,-,,,,
259,Kareem Hunt,FA,RB,278.00,-,-,368.50,1.21,8.55,,
T280,Rudy Ford,FA,S,-,-,-,-,,,Ques,Hamstring
T280,Brandon King,FA,LB,-,-,-,-,,,Ques,Hamstring
T280,Carl Lawson,FA,DE,-,-,-,-,,,,
T280,Jeff Badet,FA,WR,-,-,-,-,,,,
T280,Austin MacGinnis,FA,K,-,-,-,-,,,,
T280,Chidobe Awuzie,TEN,CB,-,-,-,-,,,Ques,Calf
T280,Phillip Lindsay,FA,RB,-,-,-,-,,,,
T280,Darrell Daniels,FA,TE,-,-,-,-,,,,
T280,Kevin King,ATL,CB,-,-,-,-,,,,
T280,John Ross,PHI,WR,-,-,-,-,,,,
T280,Damore'ea Stringfellow,FA,WR,-,-,-,-,,,,
T280,Andrew Billings,CHI,DT,-,-,-,-,,,,
T280,Ogbonnia Okoronkwo,CLE,DE,-,-,-,-,,,,
T280,Jordan Smallwood,FA,WR,-,-,-,-,,,,
T280,Montravius Adams,PIT,DT,-,-,-,-,,,,
T280,Ricky Seals-Jones,FA,TE,-,-,-,-,,,Ques,Foot
T280,Charles Harris,FA,DE,-,-,-,-,,,,
T280,Pharoh Cooper,FA,WR,-,-,-,-,,,,
T280,Elliott Fry,FA,K,-,-,-,-,,,,
T280,LaQuvionte Gonzalez,FA,WR,-,-,-,-,,,,
T280,Oren Burks,PHI,LB,-,-,-,-,,,,
T280,Zach Cunningham,FA,LB,-,-,-,-,,,,
T280,C.J. Duncan,FA,WR,-,-,-,405.00,,,,
T280,Jayon Brown,FA,LB,-,-,-,-,,,Ques,Hand
T280,Myles Jack,FA,LB,-,-,-,-,,,,
T280,Kenny Clark,GB,DT,-,-,-,-,,,,
T280,Jordan Willis,FA,DE,-,-,-,-,,,,
T280,Tre Flowers,JAX,CB,-,-,-,-,,,,
T280,Davontae Harris,FA,CB,-,-,-,-,,,,
T280,Gannon Sinclair,FA,TE,-,-,-,-,,,,
T280,Matt Milano,BUF,LB,-,-,-,-,,,,
T280,John Johnson,LAR,S,-,-,-,-,,,,
T280,Breon Borders,FA,CB,-,-,-,-,,,,
T280,Jermaine Carter,FA,LB,-,-,-,-,,,,
T280,Yannick Ngakoue,FA,DE,-,-,-,-,,,,
T280,Tim Harris,FA,CB,-,-,-,-,,,,
T280,Keeon Johnson,FA,WR,-,-,-,-,,,,
T280,Cameron Johnston,PIT,P,-,-,-,-,,,,
T280,Sebastian Joseph-Day,TEN,DT,-,-,-,-,,,,
T280,Kemoko Turay,CAR,DE,-,-,-,-,,,,
T280,Shaquill Griffin,MIN,CB,-,-,-,-,,,Ques,Leg
T280,Trayvon Henderson,FA,S,-,-,-,-,,,,
T280,Marcus Kemp,FA,WR,-,-,-,-,,,,
T280,Keith Kirkwood,BAL,WR,-,-,-,-,,,,
T280,Calvin Munson,FA,LB,-,-,-,-,,,,
T280,David Wells,TB,TE,-,-,-,-,,,,
T280,Peyton Barber,FA,RB,-,-,-,-,,,,
T280,James Looney,FA,TE,-,-,-,-,,,,
T280,Derek Rivers,FA,DE,-,-,-,-,,,Ques,Biceps
T280,Chris Board,BAL,LB,-,-,-,-,,,,
T280,Nick Mullens,MIN,QB,-,-,-,-,,10.67,,
T280,Karel Hamilton,FA,WR,-,-,-,-,,,,
T280,Laquon Treadwell,IND,WR,-,-,-,-,,,,
T280,Jordan Wilkins,FA,RB,-,-,-,-,,,,
T280,Larry Ogunjobi,PIT,DT,-,-,-,-,,,,
T280,Luke Falk,FA,QB,-,-,-,-,,,,
T280,Lamar Jordan,FA,WR,-,-,-,-,,,,
T280,Victor Bolden,FA,WR,-,-,-,-,,,,
T280,Jimmy Williams,FA,WR,-,-,-,-,,,,
T280,Boston Scott,LAR,RB,-,-,-,-,,,,
T280,River Cracraft,MIA,WR,-,-,-,-,,,,
T280,Daniel Ekuale,NE,DT,-,-,-,-,,,,
T280,Dee Delaney,BUF,S,-,-,-,-,,,,
T280,Neville Hewitt,HOU,LB,-,-,-,-,,,,
T280,Nate Holley,FA,S,-,-,-,-,,,,
T280,Will Fuller,FA,WR,-,-,-,-,,,Ques,Finger
T280,Isaac Rochell,FA,DE,-,-,-,-,,,,
T280,Jaylon Smith,FA,LB,-,-,-,-,,,,
T280,Durham Smythe,MIA,TE,-,-,-,-,,,,
T280,Travis Vokolek,ARI,TE,-,-,-,-,,,,
T280,Jake Tonges,SF,TE,-,-,-,-,,,,
T280,Josh Hayes,TB,CB,-,-,-,-,,,,
T280,Bryan Cook,KC,S,-,-,-,-,,,,
T280,Robert Beal,SF,DE,-,-,-,-,,,,
T280,Stetson Bennett,LAR,QB,-,-,-,413.00,,2.50,,
T280,Malik Herring,KC,DE,-,-,-,-,,,,
T280,Matt Landers,CLE,WR,-,-,-,-,,,,
T280,Ameer Speed,IND,CB,-,-,-,-,,,,
T280,Eric Stokes,GB,CB,-,-,-,-,,,,
T280,Shi Smith,FA,WR,-,-,-,-,,,,
T280,Braylon Sanders,MIA,WR,-,-,-,-,,,,
T280,Jordan Stout,BAL,P,-,-,-,-,,,,
T280,Raheem Blackshear,CAR,RB,-,-,-,-,,,,
T280,Stanley Berryhill,FA,WR,-,-,-,-,,,,
T280,Gary Brightwell,FA,RB,-,-,-,-,,,,
T280,Tony Fields,CLE,LB,-,-,-,-,,,,
T280,Jalen Harris,WAS,DE,-,-,-,-,,,,
T280,Lucas Havrisik,FA,K,-,-,-,-,,,,
T280,Olakunle Fatukasi,LAR,LB,-,-,-,-,,,,
T280,Jon Rhattigan,SEA,LB,-,-,-,-,,,,
T280,Isaac Zico,FA,WR,-,-,-,-,,,,
T280,Terrel Bernard,BUF,LB,-,-,-,-,,,,
T280,Trestan Ebner,FA,RB,-,-,-,-,,,Ques,Concussion
T280,Harrison Hand,ATL,CB,-,-,-,-,,,,
T280,Andre Szmyt,FA,K,-,-,-,-,,,,
T280,John Lovett,FA,RB,-,-,-,-,,,,
T280,James Lynch,MIN,DT,-,-,-,-,,,Ques,Knee - ACL
T280,BJ Thompson,KC,DE,-,-,-,-,,,NFI-A,Undisclosed
T280,Ta'Quon Graham,ATL,DE,-,-,-,-,,,,
T280,Tariq Castro-Fields,WAS,CB,-,-,-,-,,,,
T280,Sean Clifford,GB,QB,-,-,-,-,,,,
T280,Yetur Gross-Matos,SF,LB,-,-,-,-,,,,
T280,Mac Hippenhammer,FA,WR,-,-,-,-,,,,
T280,Charlie Jones,CIN,WR,-,-,-,402.00,,5.00,,
T280,Ledarius Mack,FA,LB,-,-,-,-,,,Ques,Undisclosed
T280,Kevin Marks,FA,RB,-,-,-,-,,,,
T280,Javon Kinlaw,NYJ,DT,-,-,-,-,,,,
T280,Keisean Nixon,GB,CB,-,-,-,-,1.73,,,
T280,Zavier Scott,IND,WR,-,-,-,-,,,,
T280,Tycen Anderson,CIN,S,-,-,-,-,,,Ques,Knee
T280,Savon Scarver,FA,WR,-,-,-,-,,,,
T280,Jalen Wayne,GB,WR,-,-,-,-,,,,
T280,Christian Braswell,JAX,CB,-,-,-,-,,,,
T280,Arnold Ebiketie,ATL,LB,-,-,-,-,,,,
T280,Josh Babicz,FA,TE,-,-,-,-,,,,
T280,Derrick Barnes,DET,LB,-,-,-,-,,,,
T280,Kurt Hinish,HOU,DT,-,-,-,-,,,,
T280,Jeremiah Owusu-Koramoah,CLE,LB,-,-,-,-,,,,
T280,Michael Young,FA,WR,-,-,-,-,,,,
T280,Princeton Fant,DAL,TE,-,-,-,-,,,,
T280,Theo Jackson,MIN,S,-,-,-,-,,,,
T280,Matt Henningsen,DEN,DT,-,-,-,-,,,,
T280,D'Vonte Price,FA,RB,-,-,-,-,,,,
T280,B.J. Baylor,FA,RB,-,-,-,-,,,,
T280,Isaiah Dunn,FA,CB,-,-,-,-,,,,
T280,Erik Krommenhoek,FA,TE,-,-,-,-,,,,
T280,Brandon Pili,MIA,DT,-,-,-,-,,,,
T280,Isaiah Pola-Mao,LV,S,-,-,-,-,,,,
T280,Jay Tufele,CIN,DT,-,-,-,-,,,,
T280,Alton Robinson,FA,DE,-,-,-,-,,,,
T280,Cephus Johnson,TB,WR,-,-,-,-,,,,
T280,Marcus Santos-Silva,FA,TE,-,-,-,-,,,,
T280,Malik Cunningham,BAL,WR,-,-,-,-,,5.00,,
T280,Justin Marshall,FA,WR,-,-,-,-,,,,
T280,Russ Yeast,LAR,S,-,-,-,-,,,,
T280,Jack Gibbens,TEN,LB,-,-,-,-,,,,
T280,Braydon Johnson,FA,WR,-,-,-,-,,,,
T280,Malcolm Rodriguez,DET,LB,-,-,-,-,,,,
T280,Tylan Wallace,BAL,WR,-,-,-,-,,,,
T280,Calvin Austin,PIT,WR,-,-,-,327.70,,5.00,,
T280,Tre Walker,FA,WR,-,-,-,-,,,,
T280,Jared Scott,FA,TE,-,-,-,-,,,,
T280,Xazavian Valladay,NYJ,RB,-,-,-,-,,,,
T280,A.J. Thomas,FA,S,-,-,-,-,,,,
T280,Riq Woolen,SEA,CB,-,-,-,-,,,,
T280,D.J. Montgomery,IND,WR,-,-,-,-,,,,
T280,Gervarrius Owens,NYG,S,-,-,-,-,,,,
T280,Tyler Hoosman,FA,RB,-,-,-,-,,,,
T280,Segun Olubi,IND,LB,-,-,-,-,,,,
T280,Damarri Mathis,DEN,CB,-,-,-,-,,,,
T280,Brady Russell,SEA,TE,-,-,-,-,,,,
T280,Dylan Parham,LV,OG,-,-,-,-,,,,
T280,Riley Patterson,JAX,K,-,-,-,-,,5.00,,
T280,Tay Martin,SF,WR,-,-,-,-,,,,
T280,T.J. Carter,FA,CB,-,-,-,-,,,,
T280,Ty Fryfogle,FA,WR,-,-,-,-,,,,
T280,Peyton Hendershot,DAL,TE,-,-,-,-,,,Ques,Ankle
T280,Raheem Layne,FA,S,-,-,-,-,,,,
T280,Whop Philyor,FA,WR,-,-,-,-,,,,
T280,Naz Bohannon,FA,TE,-,-,-,-,,,,
T280,Danny Davis,FA,WR,-,-,-,-,,,,
T280,Andre Cisco,JAX,S,-,-,-,-,,,,
T280,Nathan Shepherd,NO,DT,-,-,-,-,,,,
T280,Devin Culp,TB,TE,-,-,-,-,,,,
T280,Kyler Gordon,CHI,CB,-,-,-,-,,,,
T280,Dominique Hampton,WAS,S,-,-,-,-,,,,
T280,Greg Bell,FA,RB,-,-,-,-,,,,
T280,Micah Parsons,DAL,LB,-,-,-,-,,,,
T280,Adrian Martinez,NYJ,QB,-,-,-,-,,,,
T280,Jesse Luketa,ARI,LB,-,-,-,-,,,,
T280,Zack Kuntz,NYJ,TE,-,-,-,-,,,,
T280,Josh Whyle,TEN,TE,-,-,-,-,,,,
T280,Darien Butler,LV,LB,-,-,-,-,,,PUP-P,Undisclosed
T280,Holton Ahlers,FA,QB,-,-,-,-,,,,
T280,Max Borghi,FA,RB,-,-,-,-,,,,
